"Years","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Unemployment rate (%)","0.039","0.038","0.059","0.053","0.033","0.03","0.029","0.055","0.044","0.041","0.043","0.068","0.055","0.055","0.067","0.055","0.057","0.052","0.045","0.038","0.038","0.036","0.035","0.049","0.059","0.056","0.049","0.056","0.085","0.077","0.071","0.061","0.058","0.071","0.076","0.097","0.096","0.075","0.072","0.07","0.062","0.055","0.053","0.056","0.068","0.075","0.069","0.061","0.056","0.054","0.049","0.045","0.042","0.04","0.047","0.058","0.06","0.055","0.051","0.046","0.046","0.058","0.093","0.096","0.089","0.081","0.074","0.062","0.053","0.049","0.044","0.039","0.037","0.081"

"Sources:"
,"Agency","Source","Table","Url","Direct Link","Updated","Update Schedule"
,"Bureau of Labor Statistics","Labor Force Statistics, Monthly employment data","https://www.bls.gov/cps/cpsatabs.htm","https://www.bls.gov/cps/cpsatabs.htm",,"2020","Monthly"
"Exported on: 01/16/2022"
