State,StateFIPS,Date,Total Cases,Incremental Cases,cases moving_avg,Total Deaths,Incremental Deaths,death moving_avg
LA,22,1/1/22,828695,0,5474.571429,14986,0,4.714285714
LA,22,1/2/22,828695,0,5474.571429,14986,0,4.714285714
LA,22,1/3/22,859856,31161,8188.428571,15001,15,4.428571429
LA,22,1/4/22,869146,9290,8899.428571,15018,17,5.714285714
LA,22,1/5/22,879549,10403,9045.857143,15027,9,6.142857143
LA,22,1/6/22,893626,14077,9275.857143,15038,11,7.428571429
LA,22,1/7/22,908428,14802,11390.42857,15054,16,9.714285714
LA,22,1/8/22,908428,0,11390.42857,15054,0,9.714285714
LA,22,1/9/22,908428,0,11390.42857,15054,0,9.714285714
LA,22,1/10/22,937447,29019,11084.42857,15073,19,10.28571429
LA,22,1/11/22,949941,12494,11542.14286,15102,29,12
LA,22,1/12/22,967533,17592,12569.14286,15116,14,12.71428571
LA,22,1/13/22,982465,14932,12691.28571,15127,11,12.71428571
LA,22,1/14/22,996623,14158,12599.28571,15137,10,11.85714286
LA,22,1/15/22,996623,0,12599.28571,15137,0,11.85714286
LA,22,1/16/22,996623,0,12599.28571,15137,0,11.85714286
LA,22,1/17/22,996623,0,8453.714286,15137,0,9.142857143
LA,22,1/18/22,1025748,29125,10829.57143,15195,58,13.28571429
LA,22,1/19/22,1082716,56968,16454.71429,15246,51,18.57142857
LA,22,1/20/22,1097422,14706,16422.42857,15283,37,22.28571429
LA,22,1/21/22,1108739,11317,16016.57143,15324,41,26.71428571
LA,22,1/22/22,1108739,0,16016.57143,15324,0,26.71428571
LA,22,1/23/22,1108739,0,16016.57143,15324,0,26.71428571
LA,22,1/24/22,1127422,18683,18685.57143,15374,50,33.85714286
LA,22,1/25/22,1136526,9104,15825.42857,15476,102,40.14285714
LA,22,1/26/22,1145245,8719,8932.714286,15523,47,39.57142857
LA,22,1/27/22,1152818,7573,7913.714286,15570,47,41
ME,23,1/22/20,0,,,0,,
ME,23,1/23/20,0,0,,0,0,
ME,23,1/24/20,0,0,,0,0,
ME,23,1/25/20,0,0,,0,0,
ME,23,1/26/20,0,0,,0,0,
ME,23,1/27/20,0,0,,0,0,
ME,23,1/28/20,0,0,,0,0,
ME,23,1/29/20,0,0,0,0,0,0
ME,23,1/30/20,0,0,0,0,0,0
ME,23,1/31/20,0,0,0,0,0,0
ME,23,2/1/20,0,0,0,0,0,0
ME,23,2/2/20,0,0,0,0,0,0
ME,23,2/3/20,0,0,0,0,0,0
ME,23,2/4/20,0,0,0,0,0,0
ME,23,2/5/20,0,0,0,0,0,0
ME,23,2/6/20,0,0,0,0,0,0
ME,23,2/7/20,0,0,0,0,0,0
ME,23,2/8/20,0,0,0,0,0,0
ME,23,2/9/20,0,0,0,0,0,0
ME,23,2/10/20,0,0,0,0,0,0
ME,23,2/11/20,0,0,0,0,0,0
ME,23,2/12/20,0,0,0,0,0,0
ME,23,2/13/20,0,0,0,0,0,0
ME,23,2/14/20,0,0,0,0,0,0
ME,23,2/15/20,0,0,0,0,0,0
ME,23,2/16/20,0,0,0,0,0,0
ME,23,2/17/20,0,0,0,0,0,0
ME,23,2/18/20,0,0,0,0,0,0
ME,23,2/19/20,0,0,0,0,0,0
ME,23,2/20/20,0,0,0,0,0,0
ME,23,2/21/20,0,0,0,0,0,0
ME,23,2/22/20,0,0,0,0,0,0
ME,23,2/23/20,0,0,0,0,0,0
ME,23,2/24/20,0,0,0,0,0,0
ME,23,2/25/20,0,0,0,0,0,0
ME,23,2/26/20,0,0,0,0,0,0
ME,23,2/27/20,0,0,0,0,0,0
ME,23,2/28/20,0,0,0,0,0,0
ME,23,2/29/20,0,0,0,0,0,0
ME,23,3/1/20,0,0,0,0,0,0
ME,23,3/2/20,0,0,0,0,0,0
ME,23,3/3/20,0,0,0,0,0,0
ME,23,3/4/20,0,0,0,0,0,0
ME,23,3/5/20,0,0,0,0,0,0
ME,23,3/6/20,0,0,0,0,0,0
ME,23,3/7/20,0,0,0,0,0,0
ME,23,3/8/20,0,0,0,0,0,0
ME,23,3/9/20,0,0,0,0,0,0
ME,23,3/10/20,0,0,0,0,0,0
ME,23,3/11/20,0,0,0,0,0,0
ME,23,3/12/20,1,1,0.142857143,0,0,0
ME,23,3/13/20,3,2,0.428571429,0,0,0
ME,23,3/14/20,3,0,0.428571429,0,0,0
ME,23,3/15/20,3,0,0.428571429,0,0,0
ME,23,3/16/20,16,13,2.285714286,0,0,0
ME,23,3/17/20,31,15,4.428571429,0,0,0
ME,23,3/18/20,42,11,6,0,0,0
ME,23,3/19/20,51,9,7.142857143,0,0,0
ME,23,3/20/20,56,5,7.571428571,0,0,0
ME,23,3/21/20,70,14,9.571428571,0,0,0
ME,23,3/22/20,89,19,12.28571429,0,0,0
ME,23,3/23/20,107,18,13,0,0,0
ME,23,3/24/20,118,11,12.42857143,0,0,0
ME,23,3/25/20,142,24,14.28571429,0,0,0
ME,23,3/26/20,156,14,15,0,0,0
ME,23,3/27/20,168,12,16,1,1,0.142857143
ME,23,3/28/20,211,43,20.14285714,1,0,0.142857143
ME,23,3/29/20,253,42,23.42857143,3,2,0.428571429
ME,23,3/30/20,275,22,24,3,0,0.428571429
ME,23,3/31/20,275,0,22.42857143,5,2,0.714285714
ME,23,4/1/20,344,69,28.85714286,7,2,1
ME,23,4/2/20,376,32,31.42857143,7,0,1
ME,23,4/3/20,432,56,37.71428571,9,2,1.142857143
ME,23,4/4/20,456,24,35,10,1,1.285714286
ME,23,4/5/20,470,14,31,10,0,1
ME,23,4/6/20,499,29,32,10,0,1
ME,23,4/7/20,519,20,34.85714286,12,2,1
ME,23,4/8/20,537,18,27.57142857,14,2,1
ME,23,4/9/20,560,23,26.28571429,16,2,1.285714286
ME,23,4/10/20,585,25,21.85714286,17,1,1.142857143
ME,23,4/11/20,615,30,22.71428571,19,2,1.285714286
ME,23,4/12/20,632,17,23.14285714,19,0,1.285714286
ME,23,4/13/20,696,64,28.14285714,19,0,1.285714286
ME,23,4/14/20,733,37,30.57142857,20,1,1.142857143
ME,23,4/15/20,769,36,33.14285714,23,3,1.285714286
ME,23,4/16/20,793,24,33.28571429,26,3,1.428571429
ME,23,4/17/20,826,33,34.42857143,29,3,1.714285714
ME,23,4/18/20,846,20,33,32,3,1.857142857
ME,23,4/19/20,866,20,33.42857143,34,2,2.142857143
ME,23,4/20/20,874,8,25.42857143,35,1,2.285714286
ME,23,4/21/20,887,13,22,36,1,2.285714286
ME,23,4/22/20,906,19,19.57142857,39,3,2.285714286
ME,23,4/23/20,936,30,20.42857143,44,5,2.571428571
ME,23,4/24/20,964,28,19.71428571,47,3,2.571428571
ME,23,4/25/20,989,25,20.42857143,50,3,2.571428571
ME,23,4/26/20,1014,25,21.14285714,50,0,2.285714286
ME,23,4/27/20,1022,8,21.14285714,51,1,2.285714286
ME,23,4/28/20,1038,16,21.57142857,51,0,2.142857143
ME,23,4/29/20,1054,16,21.14285714,52,1,1.857142857
ME,23,4/30/20,1094,40,22.57142857,53,1,1.285714286
ME,23,5/1/20,1121,27,22.42857143,55,2,1.142857143
ME,23,5/2/20,1151,30,23.14285714,56,1,0.857142857
ME,23,5/3/20,1184,33,24.28571429,57,1,1
ME,23,5/4/20,1204,20,26,57,0,0.857142857
ME,23,5/5/20,1225,21,26.71428571,61,4,1.428571429
ME,23,5/6/20,1253,28,28.42857143,62,1,1.428571429
ME,23,5/7/20,1329,76,33.57142857,62,0,1.285714286
ME,23,5/8/20,1373,44,36,63,1,1.142857143
ME,23,5/9/20,1407,34,36.57142857,64,1,1.142857143
ME,23,5/10/20,1435,28,35.85714286,64,0,1
ME,23,5/11/20,1461,26,36.71428571,65,1,1.142857143
ME,23,5/12/20,1476,15,35.85714286,65,0,0.571428571
ME,23,5/13/20,1514,38,37.28571429,66,1,0.571428571
ME,23,5/14/20,1564,50,33.57142857,69,3,1
ME,23,5/15/20,1601,37,32.57142857,69,0,0.857142857
ME,23,5/16/20,1646,45,34.14285714,70,1,0.857142857
ME,23,5/17/20,1682,36,35.28571429,70,0,0.857142857
ME,23,5/18/20,1711,29,35.71428571,71,1,0.857142857
ME,23,5/19/20,1740,29,37.71428571,73,2,1.142857143
ME,23,5/20/20,1818,78,43.42857143,73,0,1
ME,23,5/21/20,1876,58,44.57142857,73,0,0.571428571
ME,23,5/22/20,1947,71,49.42857143,75,2,0.857142857
ME,23,5/23/20,1971,24,46.42857143,77,2,1
ME,23,5/24/20,1988,17,43.71428571,78,1,1.142857143
ME,23,5/25/20,2000,12,41.28571429,78,0,1
ME,23,5/26/20,2107,107,52.42857143,79,1,0.857142857
ME,23,5/27/20,2135,28,45.28571429,81,2,1.142857143
ME,23,5/28/20,2187,52,44.42857143,84,3,1.571428571
ME,23,5/29/20,2223,36,39.42857143,85,1,1.428571429
ME,23,5/30/20,2278,55,43.85714286,89,4,1.714285714
ME,23,5/31/20,2320,42,47.42857143,89,0,1.571428571
ME,23,6/1/20,2345,25,49.28571429,89,0,1.571428571
ME,23,6/2/20,2374,29,38.14285714,94,5,2.142857143
ME,23,6/3/20,2415,41,40,95,1,2
ME,23,6/4/20,2445,30,36.85714286,95,0,1.571428571
ME,23,6/5/20,2481,36,36.85714286,98,3,1.857142857
ME,23,6/6/20,2523,42,35,98,0,1.285714286
ME,23,6/7/20,2570,47,35.71428571,99,1,1.428571429
ME,23,6/8/20,2588,18,34.71428571,99,0,1.428571429
ME,23,6/9/20,2606,18,33.14285714,100,1,0.857142857
ME,23,6/10/20,2636,30,31.57142857,100,0,0.714285714
ME,23,6/11/20,2667,31,31.71428571,100,0,0.714285714
ME,23,6/12/20,2720,53,34.14285714,100,0,0.285714286
ME,23,6/13/20,2756,36,33.28571429,100,0,0.285714286
ME,23,6/14/20,2792,36,31.71428571,100,0,0.142857143
ME,23,6/15/20,2807,15,31.28571429,101,1,0.285714286
ME,23,6/16/20,2818,11,30.28571429,101,0,0.142857143
ME,23,6/17/20,2834,16,28.28571429,102,1,0.285714286
ME,23,6/18/20,2876,42,29.85714286,102,0,0.285714286
ME,23,6/19/20,2912,36,27.42857143,102,0,0.285714286
ME,23,6/20/20,2937,25,25.85714286,102,0,0.285714286
ME,23,6/21/20,2956,19,23.42857143,102,0,0.285714286
ME,23,6/22/20,2970,14,23.28571429,102,0,0.142857143
ME,23,6/23/20,2995,25,25.28571429,102,0,0.142857143
ME,23,6/24/20,3014,19,25.71428571,103,1,0.142857143
ME,23,6/25/20,3102,88,32.28571429,103,0,0.142857143
ME,23,6/26/20,3152,50,34.28571429,103,0,0.142857143
ME,23,6/27/20,3152,0,30.71428571,104,1,0.285714286
ME,23,6/28/20,3189,37,33.28571429,104,0,0.285714286
ME,23,6/29/20,3222,33,36,105,1,0.428571429
ME,23,6/30/20,3292,70,42.42857143,105,0,0.428571429
ME,23,7/1/20,3323,31,44.14285714,105,0,0.285714286
ME,23,7/2/20,3326,3,32,105,0,0.285714286
ME,23,7/3/20,3396,70,34.85714286,107,2,0.571428571
ME,23,7/4/20,3413,17,37.28571429,109,2,0.714285714
ME,23,7/5/20,3422,9,33.28571429,109,0,0.714285714
ME,23,7/6/20,3439,17,31,110,1,0.714285714
ME,23,7/7/20,3460,21,24,110,0,0.714285714
ME,23,7/8/20,3482,22,22.71428571,111,1,0.857142857
ME,23,7/9/20,3494,12,24,111,0,0.857142857
ME,23,7/10/20,3494,0,14,111,0,0.571428571
ME,23,7/11/20,3537,43,17.71428571,114,3,0.714285714
ME,23,7/12/20,3556,19,19.14285714,114,0,0.714285714
ME,23,7/13/20,3563,7,17.71428571,114,0,0.571428571
ME,23,7/14/20,3577,14,16.71428571,114,0,0.571428571
ME,23,7/15/20,3596,19,16.28571429,114,0,0.428571429
ME,23,7/16/20,3633,37,19.85714286,115,1,0.571428571
ME,23,7/17/20,3642,9,21.14285714,117,2,0.857142857
ME,23,7/18/20,3647,5,15.71428571,117,0,0.428571429
ME,23,7/19/20,3676,29,17.14285714,117,0,0.428571429
ME,23,7/20/20,3706,30,20.42857143,117,0,0.428571429
ME,23,7/21/20,3718,12,20.14285714,118,1,0.571428571
ME,23,7/22/20,3718,0,17.42857143,118,0,0.571428571
ME,23,7/23/20,3739,21,15.14285714,118,0,0.428571429
ME,23,7/24/20,3770,31,18.28571429,119,1,0.285714286
ME,23,7/25/20,3804,34,22.42857143,119,0,0.285714286
ME,23,7/26/20,3817,13,20.14285714,119,0,0.285714286
ME,23,7/27/20,3836,19,18.57142857,120,1,0.428571429
ME,23,7/28/20,3851,15,19,121,1,0.428571429
ME,23,7/29/20,3881,30,23.28571429,122,1,0.571428571
ME,23,7/30/20,3902,21,23.28571429,122,0,0.571428571
ME,23,7/31/20,3925,23,22.14285714,123,1,0.571428571
ME,23,8/1/20,3933,8,18.42857143,123,0,0.571428571
ME,23,8/2/20,3954,21,19.57142857,123,0,0.571428571
ME,23,8/3/20,3968,14,18.85714286,123,0,0.428571429
ME,23,8/4/20,3975,7,17.71428571,123,0,0.285714286
ME,23,8/5/20,3991,16,15.71428571,124,1,0.285714286
ME,23,8/6/20,3997,6,13.57142857,124,0,0.285714286
ME,23,8/7/20,4014,17,12.71428571,124,0,0.142857143
ME,23,8/8/20,4026,12,13.28571429,125,1,0.285714286
ME,23,8/9/20,4042,16,12.57142857,125,0,0.285714286
ME,23,8/10/20,4049,7,11.57142857,125,0,0.285714286
ME,23,8/11/20,4052,3,11,126,1,0.428571429
ME,23,8/12/20,4070,18,11.28571429,126,0,0.285714286
ME,23,8/13/20,4089,19,13.14285714,126,0,0.285714286
ME,23,8/14/20,4116,27,14.57142857,126,0,0.285714286
ME,23,8/15/20,4142,26,16.57142857,127,1,0.285714286
ME,23,8/16/20,4166,24,17.71428571,127,0,0.285714286
ME,23,8/17/20,4196,30,21,127,0,0.285714286
ME,23,8/18/20,4212,16,22.85714286,127,0,0.142857143
ME,23,8/19/20,4234,22,23.42857143,127,0,0.142857143
ME,23,8/20/20,4253,19,23.42857143,128,1,0.285714286
ME,23,8/21/20,4286,33,24.28571429,129,1,0.428571429
ME,23,8/22/20,4318,32,25.14285714,130,1,0.428571429
ME,23,8/23/20,4335,17,24.14285714,131,1,0.571428571
ME,23,8/24/20,4356,21,22.85714286,131,0,0.571428571
ME,23,8/25/20,4368,12,22.28571429,131,0,0.571428571
ME,23,8/26/20,4388,20,22,132,1,0.714285714
ME,23,8/27/20,4413,25,22.85714286,132,0,0.571428571
ME,23,8/28/20,4436,23,21.42857143,132,0,0.428571429
ME,23,8/29/20,4492,56,24.85714286,132,0,0.285714286
ME,23,8/30/20,4511,19,25.14285714,132,0,0.142857143
ME,23,8/31/20,4526,15,24.28571429,132,0,0.142857143
ME,23,9/1/20,4548,22,25.71428571,132,0,0.142857143
ME,23,9/2/20,4567,19,25.57142857,133,1,0.142857143
ME,23,9/3/20,4617,50,29.14285714,133,0,0.142857143
ME,23,9/4/20,4633,16,28.14285714,134,1,0.285714286
ME,23,9/5/20,4633,0,20.14285714,134,0,0.285714286
ME,23,9/6/20,4633,0,17.42857143,134,0,0.285714286
ME,23,9/7/20,4713,80,26.71428571,134,0,0.285714286
ME,23,9/8/20,4754,41,29.42857143,134,0,0.285714286
ME,23,9/9/20,4759,5,27.42857143,134,0,0.142857143
ME,23,9/10/20,4790,31,24.71428571,134,0,0.142857143
ME,23,9/11/20,4832,42,28.42857143,135,1,0.142857143
ME,23,9/12/20,4862,30,32.71428571,134,-1,0
ME,23,9/13/20,4903,41,38.57142857,134,0,0
ME,23,9/14/20,4995,92,40.28571429,134,0,0
ME,23,9/15/20,4937,-58,26.14285714,134,0,0
ME,23,9/16/20,4962,25,29,138,4,0.571428571
ME,23,9/17/20,5004,42,30.57142857,138,0,0.571428571
ME,23,9/18/20,5034,30,28.85714286,138,0,0.428571429
ME,23,9/19/20,5034,0,24.57142857,139,1,0.714285714
ME,23,9/20/20,5077,43,24.85714286,139,0,0.714285714
ME,23,9/21/20,5106,29,15.85714286,140,1,0.857142857
ME,23,9/22/20,5146,40,29.85714286,140,0,0.857142857
ME,23,9/23/20,5170,24,29.71428571,140,0,0.285714286
ME,23,9/24/20,5213,43,29.85714286,140,0,0.285714286
ME,23,9/25/20,5235,22,28.71428571,140,0,0.285714286
ME,23,9/26/20,5258,23,32,140,0,0.142857143
ME,23,9/27/20,5288,30,30.14285714,140,0,0.142857143
ME,23,9/28/20,5300,12,27.71428571,140,0,0
ME,23,9/29/20,5338,38,27.42857143,141,1,0.142857143
ME,23,9/30/20,5390,52,31.42857143,141,0,0.142857143
ME,23,10/1/20,5430,40,31,142,1,0.285714286
ME,23,10/2/20,5467,37,33.14285714,142,0,0.285714286
ME,23,10/3/20,5485,18,32.42857143,142,0,0.285714286
ME,23,10/4/20,5519,34,33,142,0,0.285714286
ME,23,10/5/20,5544,25,34.85714286,142,0,0.285714286
ME,23,10/6/20,5565,21,32.42857143,142,0,0.142857143
ME,23,10/7/20,5603,38,30.42857143,142,0,0.142857143
ME,23,10/8/20,5639,36,29.85714286,142,0,0
ME,23,10/9/20,5666,27,28.42857143,143,1,0.142857143
ME,23,10/10/20,5696,30,30.14285714,143,0,0.142857143
ME,23,10/11/20,5723,27,29.14285714,143,0,0.142857143
ME,23,10/12/20,5755,32,30.14285714,143,0,0.142857143
ME,23,10/13/20,5779,24,30.57142857,143,0,0.142857143
ME,23,10/14/20,5816,37,30.42857143,143,0,0.142857143
ME,23,10/15/20,5834,18,27.85714286,144,1,0.285714286
ME,23,10/16/20,5863,29,28.14285714,145,1,0.285714286
ME,23,10/17/20,5912,49,30.85714286,146,1,0.428571429
ME,23,10/18/20,5937,25,30.57142857,146,0,0.428571429
ME,23,10/19/20,5961,24,29.42857143,146,0,0.428571429
ME,23,10/20/20,5987,26,29.71428571,146,0,0.428571429
ME,23,10/21/20,6024,37,29.71428571,146,0,0.428571429
ME,23,10/22/20,6063,39,32.71428571,146,0,0.285714286
ME,23,10/23/20,6095,32,33.14285714,146,0,0.142857143
ME,23,10/24/20,6137,42,32.14285714,146,0,0
ME,23,10/25/20,6201,64,37.71428571,146,0,0
ME,23,10/26/20,6254,53,41.85714286,146,0,0
ME,23,10/27/20,6311,57,46.28571429,146,0,0
ME,23,10/28/20,6385,74,51.57142857,146,0,0
ME,23,10/29/20,6465,80,57.42857143,146,0,0
ME,23,10/30/20,6569,104,67.71428571,146,0,0
ME,23,10/31/20,6667,98,75.71428571,147,1,0.142857143
ME,23,11/1/20,6715,48,73.42857143,147,0,0.142857143
ME,23,11/2/20,6799,84,77.85714286,148,1,0.285714286
ME,23,11/3/20,6926,127,87.85714286,148,0,0.285714286
ME,23,11/4/20,7283,357,128.2857143,150,2,0.571428571
ME,23,11/5/20,7464,181,142.7142857,150,0,0.571428571
ME,23,11/6/20,7600,136,147.2857143,150,0,0.571428571
ME,23,11/7/20,7693,93,146.5714286,152,2,0.714285714
ME,23,11/8/20,7720,27,143.5714286,152,0,0.714285714
ME,23,11/9/20,8060,340,180.1428571,156,4,1.142857143
ME,23,11/10/20,8186,126,180,160,4,1.714285714
ME,23,11/11/20,8394,208,158.7142857,161,1,1.571428571
ME,23,11/12/20,8639,245,167.8571429,162,1,1.714285714
ME,23,11/13/20,8791,152,170.1428571,163,1,1.857142857
ME,23,11/14/20,8942,151,178.4285714,163,0,1.571428571
ME,23,11/15/20,9117,175,199.5714286,165,2,1.857142857
ME,23,11/16/20,9363,246,186.1428571,166,1,1.428571429
ME,23,11/17/20,9519,156,190.4285714,170,4,1.428571429
ME,23,11/18/20,9733,214,191.2857143,171,1,1.428571429
ME,23,11/19/20,9958,225,188.4285714,172,1,1.428571429
ME,23,11/20/20,10123,165,190.2857143,174,2,1.571428571
ME,23,11/21/20,10359,236,202.4285714,176,2,1.857142857
ME,23,11/22/20,10544,185,203.8571429,177,1,1.714285714
ME,23,11/23/20,10799,255,205.1428571,189,12,3.285714286
ME,23,11/24/20,11026,227,215.2857143,190,1,2.857142857
ME,23,11/25/20,11264,238,218.7142857,190,0,2.714285714
ME,23,11/26/20,11264,0,186.5714286,190,0,2.571428571
ME,23,11/27/20,11264,0,163,190,0,2.285714286
ME,23,11/28/20,11508,244,164.1428571,191,1,2.142857143
ME,23,11/29/20,11757,249,173.2857143,194,3,2.428571429
ME,23,11/30/20,11982,225,169,214,20,3.571428571
ME,23,12/1/20,12208,226,168.8571429,218,4,4
ME,23,12/2/20,12552,344,184,220,2,4.285714286
ME,23,12/3/20,12843,291,225.5714286,224,4,4.857142857
ME,23,12/4/20,12843,0,225.5714286,224,0,4.857142857
ME,23,12/5/20,13126,283,231.1428571,226,2,5
ME,23,12/6/20,13348,222,227.2857143,227,1,4.714285714
ME,23,12/7/20,13775,427,256.1428571,227,0,1.857142857
ME,23,12/8/20,13775,0,223.8571429,227,0,1.285714286
ME,23,12/9/20,14454,679,271.7142857,246,19,3.714285714
ME,23,12/10/20,14861,407,288.2857143,246,0,3.142857143
ME,23,12/11/20,15206,345,337.5714286,250,4,3.714285714
ME,23,12/12/20,15620,414,356.2857143,257,7,4.428571429
ME,23,12/13/20,15923,303,367.8571429,257,0,4.285714286
ME,23,12/14/20,16349,426,367.7142857,259,2,4.571428571
ME,23,12/15/20,16760,411,426.4285714,265,6,5.428571429
ME,23,12/16/20,17311,551,408.1428571,267,2,3
ME,23,12/17/20,17901,590,434.2857143,276,9,4.285714286
ME,23,12/18/20,18337,436,447.2857143,281,5,4.428571429
ME,23,12/19/20,18738,401,445.4285714,292,11,5
ME,23,12/20/20,18946,208,431.8571429,292,0,5
ME,23,12/21/20,19285,339,419.4285714,293,1,4.857142857
ME,23,12/22/20,19743,458,426.1428571,303,10,5.428571429
ME,23,12/23/20,20491,748,454.2857143,311,8,6.285714286
ME,23,12/24/20,21226,735,475,317,6,5.857142857
ME,23,12/25/20,21547,321,458.5714286,319,2,5.428571429
ME,23,12/26/20,21547,0,401.2857143,319,0,3.857142857
ME,23,12/27/20,21880,333,419.1428571,323,4,4.428571429
ME,23,12/28/20,22319,439,433.4285714,326,3,4.714285714
ME,23,12/29/20,22319,0,368,326,0,3.285714286
ME,23,12/30/20,23499,1180,429.7142857,334,8,3.285714286
ME,23,12/31/20,24197,698,424.4285714,347,13,4.285714286
ME,23,1/1/21,25211,1014,523.4285714,430,83,15.85714286
ME,23,1/2/21,25560,349,573.2857143,435,5,16.57142857
ME,23,1/3/21,25937,377,579.5714286,439,4,16.57142857
ME,23,1/4/21,26530,593,601.5714286,444,5,16.85714286
ME,23,1/5/21,27055,525,676.5714286,453,9,18.14285714
ME,23,1/6/21,27590,535,584.4285714,461,8,18.14285714
ME,23,1/7/21,28378,788,597.2857143,466,5,17
ME,23,1/8/21,28992,614,540.1428571,472,6,6
ME,23,1/9/21,29270,278,530,477,5,6
ME,23,1/10/21,29582,312,520.7142857,480,3,5.857142857
ME,23,1/11/21,30298,716,538.2857143,489,9,6.428571429
ME,23,1/12/21,31127,829,581.7142857,502,13,7
ME,23,1/13/21,31932,805,620.2857143,509,7,6.857142857
ME,23,1/14/21,32757,825,625.5714286,519,10,7.571428571
ME,23,1/15/21,33196,439,600.5714286,531,12,8.428571429
ME,23,1/16/21,33534,338,609.1428571,539,8,8.857142857
ME,23,1/17/21,33852,318,610,547,8,9.571428571
ME,23,1/18/21,34245,393,563.8571429,555,8,9.428571429
ME,23,1/19/21,34948,703,545.8571429,560,5,8.285714286
ME,23,1/20/21,35621,673,527,568,8,8.428571429
ME,23,1/21/21,36261,640,500.5714286,577,9,8.285714286
ME,23,1/22/21,36588,327,484.5714286,583,6,7.428571429
ME,23,1/23/21,36776,188,463.1428571,591,8,7.428571429
ME,23,1/24/21,37036,260,454.8571429,601,10,7.714285714
ME,23,1/25/21,37695,659,492.8571429,610,9,7.857142857
ME,23,1/26/21,38154,459,458,614,4,7.714285714
ME,23,1/27/21,38440,286,402.7142857,617,3,7
ME,23,1/28/21,38801,361,362.8571429,621,4,6.285714286
ME,23,1/29/21,39156,355,366.8571429,625,4,6
ME,23,1/30/21,39314,158,362.5714286,627,2,5.142857143
ME,23,1/31/21,39534,220,356.8571429,627,0,3.714285714
ME,23,2/1/21,39953,419,322.5714286,628,1,2.571428571
ME,23,2/2/21,40228,275,296.2857143,629,1,2.142857143
ME,23,2/3/21,40532,304,298.8571429,630,1,1.857142857
ME,23,2/4/21,40799,267,285.4285714,632,2,1.571428571
ME,23,2/5/21,40799,0,234.7142857,632,0,1
ME,23,2/6/21,41065,266,250.1428571,635,3,1.142857143
ME,23,2/7/21,41219,154,240.7142857,636,1,1.285714286
ME,23,2/8/21,41419,200,209.4285714,637,1,1.285714286
ME,23,2/9/21,41636,217,201.1428571,640,3,1.571428571
ME,23,2/10/21,41889,253,193.8571429,642,2,1.714285714
ME,23,2/11/21,42064,175,180.7142857,642,0,1.428571429
ME,23,2/12/21,42265,201,209.4285714,644,2,1.714285714
ME,23,2/13/21,42425,160,194.2857143,648,4,1.857142857
ME,23,2/14/21,42530,105,187.2857143,650,2,2
ME,23,2/15/21,42677,147,179.7142857,650,0,1.857142857
ME,23,2/16/21,42773,96,162.4285714,652,2,1.714285714
ME,23,2/17/21,42877,104,141.1428571,655,3,1.857142857
ME,23,2/18/21,43095,218,147.2857143,656,1,2
ME,23,2/19/21,43229,134,137.7142857,657,1,1.857142857
ME,23,2/20/21,43369,140,134.8571429,659,2,1.571428571
ME,23,2/21/21,43498,129,138.2857143,659,0,1.285714286
ME,23,2/22/21,43595,97,131.1428571,659,0,1.285714286
ME,23,2/23/21,43737,142,137.7142857,661,2,1.285714286
ME,23,2/24/21,43901,164,146.2857143,678,17,3.285714286
ME,23,2/25/21,44118,217,146.1428571,701,23,6.428571429
ME,23,2/26/21,44296,178,152.4285714,702,1,6.428571429
ME,23,2/27/21,44493,197,160.5714286,703,1,6.285714286
ME,23,2/28/21,44635,142,162.4285714,704,1,6.428571429
ME,23,3/1/21,44763,128,166.8571429,705,1,6.571428571
ME,23,3/2/21,44944,181,172.4285714,705,0,6.285714286
ME,23,3/3/21,45091,147,170,707,2,4.142857143
ME,23,3/4/21,45231,140,159,707,0,0.857142857
ME,23,3/5/21,45456,225,165.7142857,707,0,0.714285714
ME,23,3/6/21,45639,183,163.7142857,707,0,0.571428571
ME,23,3/7/21,45794,155,165.5714286,708,1,0.571428571
ME,23,3/8/21,45933,139,167.1428571,708,0,0.428571429
ME,23,3/9/21,46066,133,160.2857143,723,15,2.571428571
ME,23,3/10/21,46261,195,167.1428571,723,0,2.285714286
ME,23,3/11/21,46448,187,173.8571429,723,0,2.285714286
ME,23,3/12/21,46657,209,171.5714286,723,0,2.285714286
ME,23,3/13/21,46863,206,174.8571429,724,1,2.428571429
ME,23,3/14/21,47032,169,176.8571429,724,0,2.285714286
ME,23,3/15/21,47206,174,181.8571429,725,1,2.428571429
ME,23,3/16/21,47395,189,189.8571429,725,0,0.285714286
ME,23,3/17/21,47591,196,190,725,0,0.285714286
ME,23,3/18/21,47832,241,197.7142857,727,2,0.571428571
ME,23,3/19/21,48071,239,202,728,1,0.714285714
ME,23,3/20/21,48293,222,204.2857143,728,0,0.571428571
ME,23,3/21/21,48464,171,204.5714286,729,1,0.714285714
ME,23,3/22/21,48642,178,205.1428571,729,0,0.571428571
ME,23,3/23/21,48773,131,196.8571429,731,2,0.857142857
ME,23,3/24/21,48972,199,197.2857143,731,0,0.857142857
ME,23,3/25/21,49190,218,194,731,0,0.571428571
ME,23,3/26/21,49443,253,196,731,0,0.428571429
ME,23,3/27/21,49653,210,194.2857143,736,5,1.142857143
ME,23,3/28/21,49850,197,198,736,0,1
ME,23,3/29/21,50030,180,198.2857143,736,0,1
ME,23,3/30/21,50253,223,211.4285714,738,2,1
ME,23,3/31/21,50504,251,218.8571429,743,5,1.714285714
