State,StateFIPS,Date,Total Cases,Incremental Cases,cases moving_avg,Total Deaths,Incremental Deaths,death moving_avg
OH,39,8/18/20,109921,859,1013.428571,3871,40,23.57142857
OH,39,8/19/20,110871,950,946,3906,35,25
OH,39,8/20/20,111980,1109,936.2857143,3927,21,24.57142857
OH,39,8/21/20,113046,1066,926.8571429,3955,28,24.42857143
OH,39,8/22/20,114159,1113,927,3975,20,21.71428571
OH,39,8/23/20,114803,644,930.8571429,3978,3,21.71428571
OH,39,8/24/20,115651,848,941.2857143,3985,7,22
OH,39,8/25/20,116492,841,938.7142857,3996,11,17.85714286
OH,39,8/26/20,117584,1092,959,4044,48,19.71428571
OH,39,8/27/20,118828,1244,978.2857143,4076,32,21.28571429
OH,39,8/28/20,120125,1297,1011.285714,4105,29,21.42857143
OH,39,8/29/20,121337,1212,1025.428571,4125,20,21.42857143
OH,39,8/30/20,122262,925,1065.571429,4126,1,21.14285714
OH,39,8/31/20,123154,892,1071.857143,4137,11,21.71428571
OH,39,9/1/20,124610,1456,1159.714286,4164,27,24
OH,39,9/2/20,125765,1155,1168.714286,4175,11,18.71428571
OH,39,9/3/20,127112,1347,1183.428571,4225,50,21.28571429
OH,39,9/4/20,128442,1330,1188.142857,4246,21,20.14285714
OH,39,9/5/20,129781,1339,1206.285714,4255,9,18.57142857
OH,39,9/6/20,130557,776,1185,4258,3,18.85714286
OH,39,9/7/20,131330,773,1168,4276,18,19.85714286
OH,39,9/8/20,131990,660,1054.285714,4298,22,19.14285714
OH,39,9/9/20,132965,975,1028.571429,4324,26,21.28571429
OH,39,9/10/20,134087,1122,996.4285714,4354,30,18.42857143
OH,39,9/11/20,135325,1238,983.2857143,4402,48,22.28571429
OH,39,9/12/20,136567,1242,969.4285714,4411,9,22.28571429
OH,39,9/13/20,137400,833,977.5714286,4415,4,22.42857143
OH,39,9/14/20,138480,1080,1021.428571,4418,3,20.28571429
OH,39,9/15/20,139486,1006,1070.857143,4506,88,29.71428571
OH,39,9/16/20,140515,1029,1078.571429,4554,48,32.85714286
OH,39,9/17/20,141582,1067,1070.714286,4580,26,32.28571429
OH,39,9/18/20,142595,1013,1038.571429,4607,27,29.28571429
OH,39,9/19/20,143548,953,997.2857143,4612,5,28.71428571
OH,39,9/20/20,144309,761,987,4615,3,28.57142857
OH,39,9/21/20,145163,854,954.7142857,4623,8,29.28571429
OH,39,9/22/20,145850,687,909.1428571,4635,12,18.42857143
OH,39,9/23/20,146753,903,891.1428571,4687,52,19
OH,39,9/24/20,147743,990,880.1428571,4715,28,19.28571429
OH,39,9/25/20,148895,1152,900,4734,19,18.14285714
OH,39,9/26/20,150009,1114,923,4740,6,18.28571429
OH,39,9/27/20,150808,799,928.4285714,4741,1,18
OH,39,9/28/20,151802,994,948.4285714,4746,5,17.57142857
OH,39,9/29/20,152907,1105,1008.142857,4783,37,21.14285714
OH,39,9/30/20,153988,1081,1033.571429,4803,20,16.57142857
OH,39,10/1/20,155314,1326,1081.571429,4815,12,14.28571429
OH,39,10/2/20,156809,1495,1130.571429,4905,90,24.42857143
OH,39,10/3/20,157967,1158,1136.857143,4925,20,26.42857143
OH,39,10/4/20,158908,941,1157.142857,4925,0,26.28571429
OH,39,10/5/20,159965,1057,1166.142857,4925,0,25.57142857
OH,39,10/6/20,161300,1335,1199,4947,22,23.42857143
OH,39,10/7/20,162724,1424,1248,4969,22,23.71428571
OH,39,10/8/20,164259,1535,1277.857143,4982,13,23.85714286
OH,39,10/9/20,166103,1844,1327.714286,4993,11,12.57142857
OH,39,10/10/20,167458,1355,1355.857143,4996,3,10.14285714
OH,39,10/11/20,168750,1292,1406,4998,2,10.42857143
OH,39,10/12/20,170174,1424,1458.428571,5004,6,11.28571429
OH,39,10/13/20,171627,1453,1475.285714,5017,13,10
OH,39,10/14/20,173665,2038,1563,5033,16,9.142857143
OH,39,10/15/20,175844,2179,1655,5038,5,8
OH,39,10/16/20,177992,2148,1698.428571,5054,16,8.714285714
OH,39,10/17/20,180226,2234,1824,5067,13,10.14285714
OH,39,10/18/20,181786,1560,1862.285714,5067,0,9.857142857
OH,39,10/19/20,183625,1839,1921.571429,5075,8,10.14285714
OH,39,10/20/20,185640,2015,2001.857143,5083,8,9.428571429
OH,39,10/21/20,188006,2366,2048.714286,5149,66,16.57142857
OH,39,10/22/20,190431,2425,2083.857143,5161,12,17.57142857
OH,39,10/23/20,192949,2518,2136.714286,5184,23,18.57142857
OH,39,10/24/20,195807,2858,2225.857143,5206,22,19.85714286
OH,39,10/25/20,198116,2309,2332.857143,5206,0,19.85714286
OH,39,10/26/20,200232,2116,2372.428571,5217,11,20.28571429
OH,39,10/27/20,202741,2509,2443,5239,22,22.28571429
OH,39,10/28/20,205348,2607,2477.428571,5256,17,15.28571429
OH,39,10/29/20,208938,3590,2643.857143,5275,19,16.28571429
OH,39,10/30/20,212783,3845,2833.428571,5291,16,15.28571429
OH,39,10/31/20,215698,2915,2841.571429,5301,10,13.57142857
OH,39,11/1/20,219001,3303,2983.571429,5303,2,13.85714286
OH,39,11/2/20,221910,2909,3096.857143,5340,37,17.57142857
OH,39,11/3/20,226139,4229,3342.571429,5373,33,19.14285714
OH,39,11/4/20,230210,4071,3551.714286,5428,55,24.57142857
OH,39,11/5/20,235171,4961,3747.571429,5461,33,26.57142857
OH,39,11/6/20,240179,5008,3913.714286,5494,33,29
OH,39,11/7/20,245728,5549,4290,5506,12,29.28571429
OH,39,11/8/20,250269,4541,4466.857143,5517,11,30.57142857
OH,39,11/9/20,254975,4706,4723.571429,5524,7,26.28571429
OH,39,11/10/20,261483,6508,5049.142857,5547,23,24.85714286
OH,39,11/11/20,267357,5874,5306.714286,5623,76,27.85714286
OH,39,11/12/20,274458,7101,5612.428571,5657,34,28
OH,39,11/13/20,282529,8071,6050,5700,43,29.42857143
OH,39,11/14/20,290244,7715,6359.428571,5714,14,29.71428571
OH,39,11/15/20,298097,7853,6832.571429,5722,8,29.28571429
OH,39,11/16/20,305365,7268,7198.571429,5742,20,31.14285714
OH,39,11/17/20,305365,0,6268.857143,5742,0,27.85714286
OH,39,11/18/20,305365,0,5429.714286,5742,0,17
OH,39,11/19/20,305365,0,4415.285714,5742,0,12.14285714
OH,39,11/20/20,305365,0,3262.285714,5742,0,6
OH,39,11/21/20,343286,37921,7577.428571,5742,0,4
OH,39,11/22/20,351419,8133,7617.428571,5742,0,2.857142857
OH,39,11/23/20,363304,11885,8277,6020,278,39.71428571
OH,39,11/24/20,371908,8604,9506.142857,6118,98,53.71428571
OH,39,11/25/20,382743,10835,11054,6273,155,75.85714286
OH,39,11/26/20,382743,0,11054,6273,0,75.85714286
OH,39,11/27/20,382743,0,11054,6273,0,75.85714286
OH,39,11/28/20,414432,31689,10163.71429,6399,126,93.85714286
OH,39,11/29/20,414432,0,9001.857143,6399,0,93.85714286
OH,39,11/30/20,421063,6631,8251.285714,6429,30,58.42857143
OH,39,12/1/20,430093,9030,8312.142857,6548,119,61.42857143
OH,39,12/2/20,437928,7835,7883.571429,6667,119,56.28571429
OH,39,12/3/20,446849,8921,9158,6752,85,68.42857143
OH,39,12/4/20,456963,10114,10602.85714,6880,128,86.71428571
OH,39,12/5/20,467432,10469,7571.428571,6943,63,77.71428571
OH,39,12/6/20,475024,7592,8656,6957,14,79.71428571
OH,39,12/7/20,484297,9273,9033.428571,7015,58,83.71428571
OH,39,12/8/20,510018,25721,11417.85714,7101,86,79
OH,39,12/9/20,520112,10094,11740.57143,7186,85,74.14285714
OH,39,12/10/20,531850,11738,12143,7297,111,77.85714286
OH,39,12/11/20,542209,10359,12178,7421,124,77.28571429
OH,39,12/12/20,553461,11252,12289.85714,7473,52,75.71428571
OH,39,12/13/20,562727,9266,12529,7492,19,76.42857143
OH,39,12/14/20,570602,7875,12329.28571,7551,59,76.57142857
OH,39,12/15/20,579353,8751,9905,7654,103,79
OH,39,12/16/20,584766,5413,9236.285714,7777,123,84.42857143
OH,39,12/17/20,596178,11412,9189.714286,7894,117,85.28571429
OH,39,12/18/20,605862,9684,9093.285714,7967,73,78
OH,39,12/19/20,614429,8567,8709.714286,8023,56,78.57142857
OH,39,12/20/20,622806,8377,8582.714286,8047,24,79.28571429
OH,39,12/21/20,629354,6548,8393.142857,8122,75,81.57142857
OH,39,12/22/20,637032,7678,8239.857143,8251,129,85.28571429
OH,39,12/23/20,644821,7789,8579.285714,8361,110,83.42857143
OH,39,12/24/20,653650,8829,8210.285714,8456,95,80.28571429
OH,39,12/25/20,653650,0,6826.857143,8456,0,69.85714286
OH,39,12/26/20,664668,11018,7177,8476,20,64.71428571
OH,39,12/27/20,670525,5857,6817,8509,33,66
OH,39,12/28/20,675044,4519,6527.142857,8571,62,64.14285714
OH,39,12/29/20,682570,7526,6505.428571,8722,151,67.28571429
OH,39,12/30/20,690748,8178,6561,8855,133,70.57142857
OH,39,12/31/20,700380,9632,6675.714286,8962,107,72.28571429
OH,39,1/1/21,700380,0,6675.714286,8962,0,72.28571429
OH,39,1/2/21,714673,14293,7143.571429,9017,55,77.28571429
OH,39,1/3/21,721481,6808,7279.428571,9076,59,81
OH,39,1/4/21,727423,5942,7482.714286,9143,67,81.71428571
OH,39,1/5/21,735003,7580,7490.428571,9247,104,75
OH,39,1/6/21,742817,7814,7438.428571,9368,121,73.28571429
OH,39,1/7/21,753068,10251,7526.857143,9462,94,71.42857143
OH,39,1/8/21,762603,9535,8889,9544,82,83.14285714
OH,39,1/9/21,770977,8374,8043.428571,9599,55,83.14285714
OH,39,1/10/21,777065,6088,7940.571429,9627,28,78.71428571
OH,39,1/11/21,784957,7892,8219.142857,9702,75,79.85714286
OH,39,1/12/21,792938,7981,8276.428571,9802,100,79.28571429
OH,39,1/13/21,799639,6701,8117.428571,9881,79,73.28571429
OH,39,1/14/21,807293,7654,7746.428571,9989,108,75.28571429
OH,39,1/15/21,814442,7149,7405.571429,10057,68,73.28571429
OH,39,1/16/21,821506,7064,7218.428571,10134,77,76.42857143
OH,39,1/17/21,826754,5248,7098.428571,10199,65,81.71428571
OH,39,1/18/21,831066,4312,6587,10280,81,82.57142857
OH,39,1/19/21,836055,4989,6159.571429,10336,56,76.28571429
OH,39,1/20/21,842433,6378,6113.428571,10409,73,75.42857143
OH,39,1/21/21,849704,7271,6058.714286,10518,109,75.57142857
OH,39,1/22/21,853982,4278,5648.571429,10599,81,77.42857143
OH,39,1/23/21,859841,5859,5476.428571,10680,81,78
OH,39,1/24/21,864322,4481,5366.857143,10711,31,73.14285714
OH,39,1/25/21,868655,4333,5369.857143,10768,57,69.71428571
OH,39,1/26/21,872918,4263,5266.142857,10855,87,74.14285714
OH,39,1/27/21,878284,5366,5121.571429,10929,74,74.28571429
OH,39,1/28/21,883715,5431,4858.714286,11003,74,69.28571429
OH,39,1/29/21,888590,4875,4944,11070,67,67.28571429
OH,39,1/30/21,892781,4191,4705.714286,11121,51,63
OH,39,1/31/21,895792,3011,4495.714286,11175,54,66.28571429
OH,39,2/1/21,899079,3287,4346.285714,11230,55,66
OH,39,2/2/21,902736,3657,4259.714286,11336,106,68.71428571
OH,39,2/3/21,906727,3991,4063.285714,11430,94,71.57142857
OH,39,2/4/21,910847,4120,3876,11509,79,72.28571429
OH,39,2/5/21,914530,3683,3705.714286,11571,62,71.57142857
OH,39,2/6/21,918079,3549,3614,11653,82,76
OH,39,2/7/21,920217,2138,3489.285714,11660,7,69.28571429
OH,39,2/8/21,922143,1926,3294.857143,11696,36,66.57142857
OH,39,2/9/21,925239,3096,3214.714286,11795,99,65.57142857
OH,39,2/10/21,928631,3392,3129.142857,11858,63,61.14285714
OH,39,2/11/21,931437,2806,2941.428571,12577,719,152.5714286
OH,39,2/12/21,934742,3305,2887.428571,15136,2559,509.2857143
OH,39,2/13/21,937541,2799,2780.285714,16340,1204,669.5714286
OH,39,2/14/21,939350,1809,2733.285714,16354,14,670.5714286
OH,39,2/15/21,941265,1915,2731.714286,16406,52,672.8571429
OH,39,2/16/21,943294,2029,2579.285714,16471,65,668
OH,39,2/17/21,945111,1817,2354.285714,16531,60,667.5714286
OH,39,2/18/21,947391,2280,2279.142857,16623,92,578
OH,39,2/19/21,949710,2319,2138.285714,16710,87,224.8571429
OH,39,2/20/21,952329,2619,2112.571429,16762,52,60.28571429
OH,39,2/21/21,953777,1448,2061,16825,63,67.28571429
OH,39,2/22/21,955378,1601,2016.142857,16882,57,68
OH,39,2/23/21,958153,2775,2122.714286,16979,97,72.57142857
OH,39,2/24/21,960007,1854,2128,17056,77,75
OH,39,2/25/21,962405,2398,2144.857143,17133,77,72.85714286
OH,39,2/26/21,964381,1976,2095.857143,17190,57,68.57142857
OH,39,2/27/21,966154,1773,1975,17246,56,69.14285714
OH,39,2/28/21,967422,1268,1949.285714,17303,57,68.28571429
OH,39,3/1/21,968874,1452,1928,17351,48,67
OH,39,3/2/21,970507,1633,1764.857143,17453,102,67.71428571
OH,39,3/3/21,972140,1633,1733.285714,17564,111,72.57142857
OH,39,3/4/21,973769,1629,1623.428571,17669,105,76.57142857
OH,39,3/5/21,975399,1630,1574,17775,106,83.57142857
OH,39,3/6/21,977031,1632,1553.857143,17883,108,91
OH,39,3/7/21,978661,1630,1605.571429,17989,106,98
OH,39,3/8/21,980290,1629,1630.857143,18094,105,106.1428571
OH,39,3/9/21,983556,3266,1864.142857,18307,213,122
OH,39,3/10/21,983556,0,1630.857143,18307,0,106.1428571
OH,39,3/11/21,984976,1420,1601,18328,21,94.14285714
OH,39,3/12/21,986740,1764,1620.142857,18448,120,96.14285714
OH,39,3/13/21,988298,1558,1609.571429,18448,0,80.71428571
OH,39,3/14/21,990340,2042,1668.428571,18448,0,65.57142857
OH,39,3/15/21,990340,0,1435.714286,18448,0,50.57142857
OH,39,3/16/21,992225,1885,1238.428571,18523,75,30.85714286
OH,39,3/17/21,993681,1456,1446.428571,18523,0,30.85714286
OH,39,3/18/21,995785,2104,1544.142857,18523,0,27.85714286
OH,39,3/19/21,997336,1551,1513.714286,18786,263,48.28571429
OH,39,3/20/21,999750,2414,1636,18786,0,48.28571429
OH,39,3/21/21,1000076,326,1390.857143,18787,1,48.42857143
OH,39,3/22/21,1001284,1208,1563.428571,18787,0,48.42857143
OH,39,3/23/21,1002838,1554,1516.142857,18817,30,42
OH,39,3/24/21,1004678,1840,1571,18817,0,42
OH,39,3/25/21,1006176,1498,1484.428571,18817,0,42
OH,39,3/26/21,1008917,2741,1654.428571,18913,96,18.14285714
OH,39,3/27/21,1008917,0,1309.571429,18913,0,18.14285714
OH,39,3/28/21,1013119,4202,1863.285714,18913,0,18
OH,39,3/29/21,1013829,710,1792.142857,18913,0,18
OH,39,3/30/21,1015733,1904,1842.142857,18973,60,22.28571429
OH,39,3/31/21,1017620,1887,1848.857143,18973,0,22.28571429
OH,39,4/1/21,1020041,2421,1980.714286,18609,-364,-29.71428571
OH,39,4/2/21,1021718,1677,1828.714286,18643,34,-38.57142857
OH,39,4/3/21,1024011,2293,2156.285714,18643,0,-38.57142857
OH,39,4/4/21,1024011,0,1556,18970,327,8.142857143
OH,39,4/5/21,1026929,2918,1871.428571,18643,-327,-38.57142857
OH,39,4/6/21,1028800,1871,1866.714286,18741,98,-33.14285714
OH,39,4/7/21,1030864,2064,1892,18741,0,-33.14285714
OH,39,4/8/21,1033606,2742,1937.857143,18741,0,18.85714286
OH,39,4/9/21,1035552,1946,1976.285714,18827,86,26.28571429
OH,39,4/10/21,1037629,2077,1945.428571,18827,0,26.28571429
OH,39,4/11/21,1039455,1826,2206.285714,18827,0,-20.42857143
OH,39,4/12/21,1041389,1934,2065.714286,18827,0,26.28571429
OH,39,4/13/21,1043729,2340,2132.714286,18915,88,24.85714286
OH,39,4/14/21,1045945,2216,2154.428571,18917,2,25.14285714
OH,39,4/15/21,1048109,2164,2071.857143,18917,0,25.14285714
OH,39,4/16/21,1050112,2003,2080,18991,74,23.42857143
OH,39,4/17/21,1052099,1987,2067.142857,18991,0,23.42857143
OH,39,4/18/21,1053175,1076,1960,18991,0,23.42857143
OH,39,4/19/21,1054807,1632,1916.857143,18991,0,23.42857143
OH,39,4/20/21,1056606,1799,1839.571429,19033,42,16.85714286
OH,39,4/21/21,1058395,1789,1778.571429,19033,0,16.57142857
OH,39,4/22/21,1060119,1724,1715.714286,19033,0,16.57142857
OH,39,4/23/21,1061907,1788,1685,19122,89,18.71428571
OH,39,4/24/21,1063433,1526,1619.142857,19122,0,18.71428571
OH,39,4/25/21,1064306,873,1590.142857,19122,0,18.71428571
OH,39,4/26/21,1065702,1396,1556.428571,19122,0,18.71428571
OH,39,4/27/21,1067262,1560,1522.285714,19188,66,22.14285714
OH,39,4/28/21,1068985,1723,1512.857143,19188,0,22.14285714
OH,39,4/29/21,1070771,1786,1521.714286,19188,0,22.14285714
OH,39,4/30/21,1070771,0,1266.285714,19188,0,9.428571429
OH,39,5/1/21,1074019,3248,1512.285714,19284,96,23.14285714
OH,39,5/2/21,1075004,985,1528.285714,19284,0,23.14285714
OH,39,5/3/21,1075999,995,1471,19284,0,23.14285714
OH,39,5/4/21,1077284,1285,1431.714286,19344,60,22.28571429
OH,39,5/5/21,1078734,1450,1392.714286,19344,0,22.28571429
OH,39,5/6/21,1080121,1387,1335.714286,19344,0,22.28571429
OH,39,5/7/21,1081518,1397,1535.285714,19428,84,34.28571429
OH,39,5/8/21,1082815,1297,1256.571429,19428,0,20.57142857
OH,39,5/9/21,1083609,794,1229.285714,19428,0,20.57142857
OH,39,5/10/21,1084322,713,1189,19428,0,20.57142857
OH,39,5/11/21,1085733,1411,1207,19441,13,13.85714286
OH,39,5/12/21,1087182,1449,1206.857143,19441,0,13.85714286
OH,39,5/13/21,1088343,1161,1174.571429,19441,0,13.85714286
OH,39,5/14/21,1089357,1014,1119.857143,19528,87,14.28571429
OH,39,5/15/21,1090276,919,1065.857143,19528,0,14.28571429
OH,39,5/16/21,1090894,618,1040.714286,19528,0,14.28571429
OH,39,5/17/21,1091623,729,1043,19528,0,14.28571429
OH,39,5/18/21,1092616,993,983.2857143,19628,100,26.71428571
OH,39,5/19/21,1093534,918,907.4285714,19628,0,26.71428571
OH,39,5/20/21,1094742,1208,914.1428571,19628,0,26.71428571
OH,39,5/21/21,1095746,1004,912.7142857,19709,81,25.85714286
OH,39,5/22/21,1096617,871,905.8571429,19709,0,25.85714286
OH,39,5/23/21,1097300,683,915.1428571,19709,0,25.85714286
OH,39,5/24/21,1097300,0,811,19709,0,25.85714286
OH,39,5/25/21,1098593,1293,853.8571429,19753,44,17.85714286
OH,39,5/26/21,1099580,987,863.7142857,19753,0,17.85714286
OH,39,5/27/21,1100312,732,795.7142857,19753,0,17.85714286
OH,39,5/28/21,1100972,660,746.5714286,19861,108,21.71428571
OH,39,5/29/21,1101557,585,705.7142857,19861,0,21.71428571
OH,39,5/30/21,1101934,377,662,19861,0,21.71428571
OH,39,5/31/21,1101934,0,662,19861,0,21.71428571
OH,39,6/1/21,1102556,622,566.1428571,19861,0,15.42857143
OH,39,6/2/21,1102890,334,472.8571429,19923,62,24.28571429
OH,39,6/3/21,1103380,490,438.2857143,19923,0,24.28571429
OH,39,6/4/21,1104001,621,432.7142857,19980,57,17
OH,39,6/5/21,1104380,379,403.2857143,19980,0,17
OH,39,6/6/21,1104648,268,387.7142857,19980,0,17
OH,39,6/7/21,1104903,255,424.1428571,19980,0,17
OH,39,6/8/21,1105329,426,396.1428571,20021,41,22.85714286
OH,39,6/9/21,1105720,391,404.2857143,20021,0,14
OH,39,6/10/21,1106064,344,383.4285714,20021,0,14
OH,39,6/11/21,1106411,347,344.2857143,20091,70,15.85714286
OH,39,6/12/21,1106411,0,290.1428571,20091,0,15.85714286
OH,39,6/13/21,1106411,0,251.8571429,20091,0,15.85714286
OH,39,6/14/21,1107225,814,331.7142857,20091,0,15.85714286
OH,39,6/15/21,1107521,296,313.1428571,20122,31,14.42857143
OH,39,6/16/21,1107902,381,311.7142857,20122,0,14.42857143
OH,39,6/17/21,1108146,244,297.4285714,20122,0,14.42857143
OH,39,6/18/21,1108528,382,302.4285714,20166,44,10.71428571
OH,39,6/19/21,1108528,0,302.4285714,20166,0,10.71428571
OH,39,6/20/21,1108528,0,302.4285714,20166,0,10.71428571
OH,39,6/21/21,1109025,497,257.1428571,20166,0,10.71428571
OH,39,6/22/21,1109374,349,264.7142857,20213,47,13
OH,39,6/23/21,1109697,323,256.4285714,20213,0,13
OH,39,6/24/21,1110000,303,264.8571429,20213,0,13
OH,39,6/25/21,1110292,292,252,20281,68,16.42857143
OH,39,6/26/21,1110292,0,252,20281,0,16.42857143
OH,39,6/27/21,1110292,0,252,20281,0,16.42857143
OH,39,6/28/21,1110847,555,260.2857143,20281,0,16.42857143
OH,39,6/29/21,1111124,277,250,20309,28,13.71428571
OH,39,6/30/21,1111324,200,232.4285714,20309,0,13.71428571
OH,39,7/1/21,1111903,579,271.8571429,20309,0,13.71428571
OH,39,7/2/21,1112088,185,256.5714286,20344,35,9
OH,39,7/3/21,1112088,0,256.5714286,20344,0,9
OH,39,7/4/21,1112088,0,256.5714286,20344,0,9
OH,39,7/5/21,1112088,0,177.2857143,20344,0,9
OH,39,7/6/21,1112689,601,223.5714286,20344,0,5
OH,39,7/7/21,1113006,317,240.2857143,20366,22,8.142857143
OH,39,7/8/21,1113383,377,211.4285714,20366,0,8.142857143
OH,39,7/9/21,1113737,354,235.5714286,20380,14,5.142857143
OH,39,7/10/21,1113737,0,235.5714286,20380,0,5.142857143
OH,39,7/11/21,1113737,0,235.5714286,20380,0,5.142857143
OH,39,7/12/21,1114491,754,343.2857143,20380,0,5.142857143
OH,39,7/13/21,1114835,344,306.5714286,20411,31,9.571428571
OH,39,7/14/21,1115242,407,319.4285714,20411,0,6.428571429
OH,39,7/15/21,1115789,547,343.7142857,20411,0,6.428571429
OH,39,7/16/21,1116322,533,369.2857143,20437,26,8.142857143
OH,39,7/17/21,1116322,0,369.2857143,20437,0,8.142857143
OH,39,7/18/21,1116322,0,369.2857143,20437,0,8.142857143
OH,39,7/19/21,1117769,1447,468.2857143,20437,0,8.142857143
OH,39,7/20/21,1118513,744,525.4285714,20449,12,5.428571429
OH,39,7/21/21,1119298,785,579.4285714,20449,0,5.428571429
OH,39,7/22/21,1120120,822,618.7142857,20449,0,5.428571429
OH,39,7/23/21,1120922,802,657.1428571,20467,18,4.285714286
OH,39,7/24/21,1120922,0,657.1428571,20467,0,4.285714286
OH,39,7/25/21,1120922,0,657.1428571,20467,0,4.285714286
OH,39,7/26/21,1122647,1725,696.8571429,20467,0,4.285714286
OH,39,7/27/21,1123964,1317,778.7142857,20490,23,5.857142857
OH,39,7/28/21,1125420,1456,874.5714286,20490,0,5.857142857
OH,39,7/29/21,1126625,1205,929.2857143,20490,0,5.857142857
OH,39,7/30/21,1127808,1183,983.7142857,20492,2,3.571428571
OH,39,7/31/21,1127808,0,983.7142857,20492,0,3.571428571
OH,39,8/1/21,1127808,0,983.7142857,20492,0,3.571428571
OH,39,8/2/21,1131029,3221,1197.428571,20492,0,3.571428571
OH,39,8/3/21,1132798,1769,1262,20530,38,5.714285714
OH,39,8/4/21,1134965,2167,1363.571429,20530,0,5.714285714
OH,39,8/5/21,1136934,1969,1472.714286,20530,0,5.714285714
OH,39,8/6/21,1138600,1666,1541.714286,20556,26,9.142857143
OH,39,8/7/21,1138600,0,1541.714286,20556,0,9.142857143
OH,39,8/8/21,1138600,0,1541.714286,20556,0,9.142857143
OH,39,8/9/21,1143599,4999,1795.714286,20556,0,9.142857143
OH,39,8/10/21,1145925,2326,1875.285714,20580,24,7.142857143
OH,39,8/11/21,1149318,3393,2050.428571,20580,0,7.142857143
OH,39,8/12/21,1152590,3272,2236.571429,20580,0,7.142857143
OH,39,8/13/21,1155322,2732,2388.857143,20614,34,8.285714286
OH,39,8/14/21,1155322,0,2388.857143,20614,0,8.285714286
OH,39,8/15/21,1155322,0,2388.857143,20614,0,8.285714286
OH,39,8/16/21,1161573,6251,2567.714286,20614,0,8.285714286
OH,39,8/17/21,1164808,3235,2697.571429,20648,34,9.714285714
OH,39,8/18/21,1168111,3303,2684.714286,20648,0,9.714285714
OH,39,8/19/21,1171557,3446,2709.571429,20648,0,9.714285714
OH,39,8/20/21,1175340,3783,2859.714286,20689,41,10.71428571
OH,39,8/21/21,1175340,0,2859.714286,20689,0,10.71428571
OH,39,8/22/21,1175340,0,2859.714286,20689,0,10.71428571
OH,39,8/23/21,1183761,8421,3169.714286,20689,0,10.71428571
OH,39,8/24/21,1187878,4117,3295.714286,20729,40,11.57142857
OH,39,8/25/21,1192478,4600,3481,20729,0,11.57142857
OH,39,8/26/21,1197873,5395,3759.428571,20729,0,11.57142857
OH,39,8/27/21,1202728,4855,3912.571429,20799,70,15.71428571
OH,39,8/28/21,1202728,0,3912.571429,20799,0,15.71428571
OH,39,8/29/21,1202728,0,3912.571429,20799,0,15.71428571
OH,39,8/30/21,1214986,12258,4460.714286,20799,0,15.71428571
OH,39,8/31/21,1220900,5914,4717.428571,20866,67,19.57142857
OH,39,9/1/21,1228002,7102,5074.857143,20866,0,19.57142857
OH,39,9/2/21,1235089,7087,5316.571429,20866,0,19.57142857
OH,39,9/3/21,1241268,6179,5505.714286,20947,81,21.14285714
OH,39,9/4/21,1241268,0,5505.714286,20947,0,21.14285714
OH,39,9/5/21,1241268,0,5505.714286,20947,0,21.14285714
OH,39,9/6/21,1241268,0,3754.571429,20947,0,21.14285714
OH,39,9/7/21,1262018,20750,5874,21020,73,22
OH,39,9/8/21,1268841,6823,5834.142857,21020,0,22
OH,39,9/9/21,1276738,7897,5949.857143,21020,0,22
OH,39,9/10/21,1285757,9019,6355.571429,21154,134,29.57142857
OH,39,9/11/21,1285757,0,6355.571429,21154,0,29.57142857
OH,39,9/12/21,1285757,0,6355.571429,21154,0,29.57142857
OH,39,9/13/21,1304193,18436,8989.285714,21154,0,29.57142857
OH,39,9/14/21,1311518,7325,7071.428571,21154,0,19.14285714
OH,39,9/15/21,1319265,7747,7203.428571,21265,111,35
OH,39,9/16/21,1327614,8349,7268,21265,0,35
OH,39,9/17/21,1336061,8447,7186.285714,21471,206,45.28571429
OH,39,9/18/21,1336061,0,7186.285714,21471,0,45.28571429
OH,39,9/19/21,1336061,0,7186.285714,21471,0,45.28571429
OH,39,9/20/21,1352104,16043,6844.428571,21471,0,45.28571429
OH,39,9/21/21,1358918,6814,6771.428571,21596,125,63.14285714
OH,39,9/22/21,1365800,6882,6647.857143,21596,0,47.28571429
OH,39,9/23/21,1373275,7475,6523,21596,0,47.28571429
OH,39,9/24/21,1380370,7095,6329.857143,21820,224,49.85714286
OH,39,9/25/21,1380370,0,6329.857143,21820,0,49.85714286
OH,39,9/26/21,1380370,0,6329.857143,21820,0,49.85714286
OH,39,9/27/21,1393696,13326,5941.714286,21820,0,49.85714286
OH,39,9/28/21,1400979,7283,6008.714286,21945,125,49.85714286
OH,39,9/29/21,1407442,6463,5948.857143,21945,0,49.85714286
OH,39,9/30/21,1413972,6530,5813.857143,21945,0,49.85714286
OH,39,10/1/21,1420206,6234,5690.857143,22273,328,64.71428571
OH,39,10/2/21,1420206,0,5690.857143,22273,0,64.71428571
OH,39,10/3/21,1420206,0,5690.857143,22273,0,64.71428571
OH,39,10/4/21,1433957,13751,5751.571429,22273,0,64.71428571
OH,39,10/5/21,1439490,5533,5501.571429,22490,217,77.85714286
OH,39,10/6/21,1445786,6296,5477.714286,22490,0,77.85714286
OH,39,10/7/21,1452096,6310,5446.285714,22490,0,77.85714286
OH,39,10/8/21,1458747,6651,5505.857143,22819,329,78
OH,39,10/9/21,1458747,0,5505.857143,22819,0,78
OH,39,10/10/21,1458747,0,5505.857143,22819,0,78
OH,39,10/11/21,1470267,11520,5187.142857,22819,0,78
